City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
363,port lincoln,-34.7333,135.8667,63.7,61,88,15.5,AU,1682987573
364,newman,37.3138,-121.0208,62.83,48,66,8.99,US,1682987573
365,dakhla,23.6848,-15.958,67.37,79,0,15.59,EH,1682987573
366,howrah,22.5892,88.3103,75.2,88,40,0.0,IN,1682987573
367,junin,-34.5838,-60.9433,52.66,28,8,6.98,AR,1682987298
368,yigo village,13.5361,144.8886,87.12,73,75,20.71,GU,1682987574
369,pennsville,39.6535,-75.5166,56.16,66,97,7.87,US,1682987574
370,fort bragg,35.139,-79.006,65.82,42,0,11.5,US,1682987574
371,omurtag,43.1,26.4167,43.12,69,0,3.89,BG,1682987574
372,arauquita,7.0292,-71.4281,77.83,70,26,3.24,CO,1682987575
373,kurumkan,54.3,110.3,39.18,54,100,5.41,RU,1682987575
374,san pedro pochutla,15.7333,-96.4667,89.31,66,41,4.56,MX,1682987575
375,berezovyy,51.6667,135.7,59.61,37,100,8.81,RU,1682987575
376,cill airne,52.05,-9.5167,48.0,87,100,4.18,IE,1682987576
377,linxia chengguanzhen,35.6003,103.2064,56.05,46,100,1.77,CN,1682987576
378,kzyltu,53.6364,72.3414,36.66,49,0,6.53,KZ,1682987576
379,krasnozerskoye,53.9828,79.2374,30.24,69,16,10.27,RU,1682987576
380,sangkhla buri,15.1555,98.4536,78.96,86,49,1.54,TH,1682987577
381,san matias,-16.3667,-58.4,77.7,78,0,4.09,BO,1682987577
382,argo,37.6333,22.7333,55.78,82,100,2.53,GR,1682987577
383,sinop,41.7711,34.8709,40.46,75,14,5.37,TR,1682987577
384,timbiqui,2.7717,-77.6654,78.1,89,100,0.38,CO,1682987577
385,tsiombe,-25.3,45.4833,61.72,69,7,2.75,MG,1682987577
386,puerto colombia,10.9878,-74.9547,82.49,88,100,14.12,CO,1682987578
387,sidi ifni,29.3797,-10.173,65.52,85,81,4.56,MA,1682987578
388,watampone,-4.5386,120.3279,81.91,82,76,5.01,ID,1682987578
389,luwuk,-0.9516,122.7875,84.07,76,99,4.5,ID,1682987578
390,mejit,10.2753,170.8646,81.19,80,92,22.44,MH,1682987578
391,bayramaly,37.6185,62.1671,69.55,15,91,6.06,TM,1682987579
392,chichen-itza,20.6667,-88.5667,87.85,51,40,13.8,MX,1682987579
393,kalmar,56.6616,16.3616,45.14,80,0,8.05,SE,1682987579
394,egilsstadir,65.2653,-14.3948,31.91,80,100,5.75,IS,1682987579
395,aras-asan,8.8908,126.3033,76.98,94,100,9.24,PH,1682987579
396,bajitpur,24.2167,90.95,77.09,66,59,5.21,BD,1682987579
397,kwolla,8.9333,9.2833,77.81,69,30,4.21,NG,1682987580
398,gazli,40.1333,63.45,70.16,27,0,24.05,UZ,1682987580
399,cole harbour,44.6724,-63.4751,43.99,96,100,21.0,CA,1682987580
400,cerro azul,21.2,-97.7333,72.03,79,100,8.16,MX,1682987580
401,kapuskasing,49.4169,-82.4331,37.49,93,100,17.27,CA,1682987435
402,santa cruz,-17.8,-63.1667,72.86,94,75,3.44,BO,1682987580
403,saipan,15.1355,145.701,88.5,100,40,23.02,MP,1682987581
404,santo antonio,-6.3106,-35.4789,71.67,89,14,5.7,BR,1682987581
405,daru,-9.0763,143.2092,83.73,80,99,10.36,PG,1682987581
406,muscat,23.6139,58.5922,80.62,34,0,2.98,OM,1682987581
407,okhotsk,59.3833,143.3,33.21,72,83,7.87,RU,1682987533
408,maraba,-5.3686,-49.1178,80.78,100,75,2.3,BR,1682987581
409,laojunmiao,39.8333,97.7333,55.38,17,18,0.43,CN,1682987582
410,north platte,41.1239,-100.7654,66.09,20,0,8.05,US,1682987582
411,kavaratti,10.5669,72.642,84.34,70,84,12.21,IN,1682987582
412,ulsteinvik,62.3432,5.8487,43.75,91,100,5.99,NO,1682987582
413,bandarbeyla,9.4942,50.8122,82.6,83,22,8.57,SO,1682987582
414,thinadhoo,0.5333,72.9333,81.72,78,100,16.2,MV,1682987582
415,huarmey,-10.0681,-78.1522,75.51,82,98,10.49,PE,1682987583
416,misliyah,17.4599,42.5572,82.11,68,7,4.25,SA,1682987583
417,kiunga,-6.1219,141.2906,84.04,75,100,3.04,PG,1682987583
418,escarcega,18.6089,-90.7454,80.28,57,100,5.59,MX,1682987583
419,valparaiso,-33.0393,-71.6273,58.64,58,0,3.44,CL,1682987522
420,hadibu,12.65,54.0333,82.27,78,98,3.74,YE,1682987583
421,rudbar,30.15,62.6,76.57,28,0,4.12,AF,1682987583
422,ketchikan,55.3422,-131.6461,61.27,51,0,9.22,US,1682987584
423,san fernando de apure,7.8878,-67.4724,85.53,46,14,4.14,VE,1682987584
424,kitimat,54.0524,-128.6534,66.58,61,86,1.72,CA,1682987584
425,zwedru,6.0667,-8.1281,72.91,97,98,3.4,LR,1682987584
426,kyren,51.6828,102.1408,33.22,79,97,6.08,RU,1682987584
427,port macquarie,-31.4333,152.9167,65.89,48,78,5.53,AU,1682987357
428,tomatlan,19.9333,-105.25,78.44,43,0,5.64,MX,1682987584
429,mercedes,-34.6515,-59.4307,52.03,35,11,5.99,AR,1682987585
430,al kharijah,25.4514,30.5464,68.38,22,0,8.99,EG,1682987585
431,portland,45.5234,-122.6762,60.53,63,100,5.75,US,1682987467
432,kroya,-7.6331,109.2461,81.52,78,68,2.75,ID,1682987585
433,ryotsu-minato,38.0833,138.4333,55.42,63,8,11.88,JP,1682987585
434,kailua-kona,19.6406,-155.9956,80.56,83,75,9.22,US,1682987585
435,shevchenko,48.5,35.0,42.48,87,28,6.87,UA,1682987363
436,pyapon,16.2833,95.6833,85.91,64,53,5.39,MM,1682987586
437,pangai,-19.8,-174.35,82.51,61,20,8.05,TO,1682987586
438,lata,40.1629,-8.3327,58.91,79,100,3.27,PT,1682987586
439,misratah,32.3754,15.0925,65.34,85,84,19.3,LY,1682987586
440,yorkton,51.2167,-102.4677,57.04,23,0,2.3,CA,1682987438
441,kaifeng,34.7911,114.3483,70.99,42,100,12.88,CN,1682987587
442,bojnurd,37.4747,57.329,58.95,67,100,6.91,IR,1682987587
443,salavan,15.7167,106.4167,85.46,58,31,2.46,LA,1682987588
444,labis,2.385,103.021,79.66,90,100,1.57,MY,1682987588
445,itacare,-14.2775,-38.9967,76.78,84,84,4.09,BR,1682987588
446,kavieng,-2.5744,150.7967,85.37,70,47,12.71,PG,1682987588
447,aripuana,-9.1667,-60.6333,74.48,93,100,0.34,BR,1682987589
448,burang,30.25,81.1667,27.55,89,88,4.21,CN,1682987589
449,ballycastle,55.2044,-6.243,42.82,87,100,3.06,GB,1682987589
450,yanggu,36.1106,115.7753,71.69,37,100,15.73,CN,1682987589
451,farasan,16.7022,42.1183,83.35,73,19,9.53,SA,1682987590
452,liski,50.9841,39.5155,45.23,79,100,10.58,RU,1682987590
453,erdenet,49.0333,104.0833,30.4,67,100,8.21,MN,1682987590
454,sandy,40.572,-111.8606,82.99,15,0,12.66,US,1682987590
455,bukama,-9.2,25.85,67.26,88,97,1.36,CD,1682987590
456,gaalkacyo,6.7697,47.4308,82.6,63,43,11.34,SO,1682987590
457,lucapa,-8.4192,20.7447,67.33,87,100,3.58,AO,1682987591
458,berdigestyakh,62.0989,126.6992,34.52,100,100,2.04,RU,1682987591
459,rawson,-43.3002,-65.1023,52.0,67,11,5.77,AR,1682987581
460,byron bay,-28.65,153.6167,66.7,36,71,5.23,AU,1682987591
461,solleftea,63.1667,17.2667,28.65,98,100,3.0,SE,1682987591
462,la ronge,55.1001,-105.2842,64.65,17,40,11.5,CA,1682987592
463,kangding,30.0513,101.9603,56.98,73,99,1.25,CN,1682987593
464,champua,22.0833,85.6667,72.21,70,11,2.66,IN,1682987593
465,khandyga,62.6667,135.6,34.48,97,100,3.2,RU,1682987593
466,karratha,-20.7377,116.8463,81.19,33,99,17.38,AU,1682987593
467,isangel,-19.55,169.2667,84.47,72,100,8.66,VU,1682987593
468,kokshetau,53.2775,69.3883,38.73,56,100,3.56,KZ,1682987594
469,bilhaur,26.85,80.0833,72.7,67,9,6.38,IN,1682987594
470,savanna-la-mar,18.219,-78.1332,82.35,81,91,3.29,JM,1682987594
471,bonthe,7.5264,-12.505,80.8,80,100,5.39,SL,1682987594
472,timmins,48.4669,-81.3331,42.62,93,100,16.11,CA,1682987462
473,mukalla,14.5425,49.1242,85.23,73,100,3.31,YE,1682987595
474,elko,41.0002,-115.5012,73.74,13,93,18.01,US,1682987389
475,chernyshevskiy,63.0128,112.4714,29.73,85,12,5.64,RU,1682987595
476,suomussalmi,64.8869,28.9078,29.3,95,100,4.63,FI,1682987485
477,gagarawa,12.4074,9.5277,81.27,24,5,5.88,NG,1682987596
478,qarauyl,48.9451,79.255,30.56,58,92,15.48,KZ,1682987596
479,pergamino,-33.89,-60.5736,54.18,30,16,6.76,AR,1682987435
480,axim,4.8699,-2.2405,79.83,83,65,5.84,GH,1682987596
481,el kala,36.8956,8.4433,63.01,87,72,14.85,DZ,1682987596
482,yelm,46.942,-122.606,57.11,54,100,5.75,US,1682987330
483,taguatinga,-12.3857,-46.5711,72.9,79,100,3.83,BR,1682987597
484,fauske,67.2588,15.3918,34.77,84,18,0.67,NO,1682987597
485,saint-pierre,-21.3393,55.4781,73.08,64,0,8.05,RE,1682987597
486,honefoss,60.168,10.2565,35.31,97,13,2.86,NO,1682987597
487,kenai,60.5544,-151.2583,46.49,36,100,14.97,US,1682987597
488,meraux,29.933,-89.9498,80.01,44,0,13.8,US,1682987597
489,tofol,5.3248,163.0078,76.78,94,100,3.44,FM,1682987598
490,birao,10.2849,22.7882,81.54,49,26,4.09,CF,1682987598
491,mana,5.6592,-53.7767,78.15,87,51,9.48,GF,1682987598
492,kruisfontein,-34.0033,24.7314,51.89,93,100,6.55,ZA,1682987598
493,gaigeturi,33.4644,126.3183,66.25,45,0,5.75,KR,1682987598
494,el jadid,33.2549,-8.506,64.51,90,100,10.07,MA,1682987599
495,kudahuvadhoo,2.6708,72.8944,79.77,79,100,2.33,MV,1682987599
496,priozersk,61.0393,30.1291,40.95,75,100,5.88,RU,1682987599
497,kirando,-7.4167,30.6,71.42,80,86,3.85,TZ,1682987599
498,sertania,-8.0736,-37.2644,69.51,89,43,5.64,BR,1682987599
499,colchani,-20.3,-66.9333,50.7,22,0,4.88,BO,1682987600
500,bayanhongor,46.7167,100.1167,35.44,26,100,4.36,MN,1682987600
501,auki,-8.7676,160.7034,84.43,70,100,4.38,SB,1682987600
502,dade city,28.3647,-82.1959,75.29,67,0,8.05,US,1682987600
503,bor,56.3567,44.0669,42.73,86,99,7.16,RU,1682987600
504,yelizovo,53.1873,158.3805,39.34,75,75,7.0,RU,1682987600
505,nizhniy odes,63.6445,54.856,37.29,100,100,13.94,RU,1682987600
506,lycksele,64.5954,18.6735,31.87,93,20,3.44,SE,1682987415
507,ola,59.5833,151.2833,37.15,73,100,1.79,RU,1682987601
508,taksimo,56.3444,114.8794,36.07,57,100,4.07,RU,1682987601
509,al minya,28.1099,30.7503,65.39,39,0,10.78,EG,1682987601
510,ma'rib,15.4591,45.3253,80.73,40,95,12.17,YE,1682987602
511,elesbao veloso,-6.2019,-42.1403,72.12,97,100,4.36,BR,1682987602
512,mariental,-24.6333,17.9667,70.23,11,15,5.37,NA,1682987602
513,alofi,-19.0595,-169.9187,82.29,61,75,21.85,NU,1682987602
514,sisimiut,66.9395,-53.6735,28.49,81,27,4.76,GL,1682987602
515,sao bento do sul,-26.2503,-49.3786,62.24,97,0,1.25,BR,1682987410
516,roanoke rapids,36.4615,-77.6542,61.34,87,75,0.0,US,1682987602
517,limassol,34.675,33.0333,59.07,67,0,3.44,CY,1682987603
518,jayapura,-2.5333,140.7,81.79,61,23,2.84,ID,1682987603
519,smithville,39.3869,-94.5811,63.21,51,0,12.66,US,1682987578
520,ierapetra,35.01,25.7353,59.14,79,14,1.99,GR,1682987603
521,vorkuta,67.5,64.0,28.74,83,100,20.83,RU,1682987603
522,saldanha,-33.0117,17.9442,48.25,90,100,7.81,ZA,1682987604
523,atherton,53.5237,-2.4935,50.4,85,100,6.31,GB,1682987604
524,santo antonio do ica,-3.1022,-67.9397,74.28,98,100,1.28,BR,1682987604
525,minas de marcona,-15.2119,-75.1103,59.56,83,26,15.32,PE,1682987604
526,khrystynivka,48.8249,29.9681,40.86,68,6,5.3,UA,1682987604
527,kemise,10.7167,39.8667,65.62,83,100,3.49,ET,1682987604
528,san jacinto amilpas,17.0858,-96.7578,76.62,36,100,14.97,MX,1682987605
529,wuhai,39.6647,106.8122,67.06,23,87,13.33,CN,1682987605
530,primero de mayo,-32.2552,-58.4228,58.55,39,100,7.16,AR,1682987605
531,baruun-urt,46.6806,113.2792,63.18,32,0,18.21,MN,1682987605
532,severobaykal'sk,55.65,109.3167,33.3,62,99,7.29,RU,1682987605
533,okeho,8.0333,3.35,71.37,83,100,3.62,NG,1682987605
534,tazacorte,28.629,-17.9293,74.16,46,0,7.0,ES,1682987606
535,nishinoomote,30.7333,131.0,68.56,55,20,9.22,JP,1682987606
536,mezhdurechenskiy,59.6,65.9333,38.32,69,100,6.2,RU,1682987606
537,ginir,7.1333,40.7,57.81,86,100,4.47,ET,1682987606
538,leh,34.1667,77.5833,32.88,60,96,3.53,IN,1682987606
539,tommot,58.9564,126.2925,38.34,78,88,5.86,RU,1682987606
540,taraz,42.9,71.3667,43.21,56,76,13.42,KZ,1682987608
541,hazorasp,41.3194,61.0742,64.24,27,58,14.72,UZ,1682987608
542,walvis bay,-22.9575,14.5053,56.08,77,2,7.96,NA,1682987608
543,tidjikja,18.5564,-11.4271,89.37,8,4,3.94,MR,1682987608
544,richards bay,-28.783,32.0377,70.09,88,4,12.53,ZA,1682987608
545,prosser,46.2068,-119.7689,71.94,49,99,5.99,US,1682987608
546,tome acu,-2.4189,-48.1522,73.33,99,98,1.74,BR,1682987609
547,coxen hole,16.3244,-86.5366,81.68,74,20,11.5,HN,1682987609
548,magadan,59.5667,150.8,36.54,76,100,1.68,RU,1682987609
549,rabo de peixe,37.8,-25.5833,62.11,88,40,8.05,PT,1682987384
550,khovd,48.0056,91.6419,34.03,28,25,5.91,MN,1682987609
551,coahuayana de hidalgo,18.7,-103.6583,78.12,57,0,4.61,MX,1682987609
